sentimen,Tweet
1,duniaku masih kamu 
1,jika suatu hari nanti di dirimu aku sudah kurang berarti kumohon tetap sapalah walau hanya dalam puisi 
1,hahahaahahhahahahhaahahhahahshshahahahahahahha pqoootttttt tah mana tau dia lagi pun ka 
1,mazmur 91 15 kalau ia berseru kepada ku aku akan menjawabnya di waktu kesesakan aku ak 
1,weh kenapa duduk sini aku asyik macam nak sakit je haih kuatlah
1,kamu cantik apalagi kalau jb tweet aku
1,cinhappp happy birthday aduduu udah jarangg ketemu aku nihh semangat trs ya kamu di team j jangann lemot2 lagiii 
1,nga lah aku lg nungguin pria2 jumatan iya sama2 saling mendoakan
1,suka lucu ngeliat kelakuan orang orang yg ngerasa ga enak hati sama aku aku nya aja ndak papa lhooooo 
1,kwk ku juga dulu begitu ketemu pas lagi bruntusan trs dia bilang mau kamu jerawatan segede alaihim 
1,nsib baik aku tk simpan lgi
1,iya aku kutikut ngetawain dan post skrinsyutnya pula maafkan aku dekjom sok2an ngetawain padahal 
1,mau yang manis liat erin aja dev hehe bercanda okay tunggu ya aku masuk ke supermarket dulu erin be 
1,ga buat tas gucci tinggal aja kan yaa aku seumur2 blm pernah menang ga wkwkwkwkw 
1,mohon rmi lelaki yg merokok buat mcm ni hahahha
1,mmg aku duk sana tuk makan je hahahaha
1,erghh mungkin boleh dipertimbangkan aku sejak kebelakangan ni makin pendek tangannya hahahhaha
1,hah hahaha geli banget gue pake emot jempol udah kayak bapak bapak di wa 
1,lebih enak kalau langsung ajak ngomong mah beberapa org ada yang ajak aku fambest dulu ta 
1,aku suka spongebob uwu
1,tak sengaja aku melihatmu tersenyum padaku
1,selamat pagi jumat dan doaku hari ini masih tertuju kepadamu agar kamu percaya mengawali hari dengan mengingatmu sering 
1,amiiiin goodluck anw 
1,aku menguap lebih 10 kali kot hahaha
1,aku juga nyari astaga 
1,aku mauu
1,this is especially the truth aku pun nasib baik tak rosak liver konon nak cepat kurus cut sugar intake calorie counting 
1,jangan lucu lucu mpul nanti aku sayang
1,semua anjing aku suka tapi corgi gemes soalnya pantatnya montok hngg
1,aku mencintaimu karena allah dan aku takkan pernah mau dipisahkan denganmu kecuali allah yang memisahkan kita 
1,jilake pintu kaca kat opis ni clear namati sakit dahi aku terhantuk hahahaha laju plak tu malu la gilaa hahahahaha
1,ya allahayang kamu kok ganteng banget ' 
1,aku doakan semua perempuan yg nak pakai tudung esok terbentuklah oningnya dengan sempurna 
1,jangan tanyakan mengapa seseorang membencimu sebelum kamu tanyakan dirimu sendiri mengapa kamu peduli akan hal itu twittbot
1,kak aku sayang kak mestinya
1,aku ikutttt karna rulesx terpenuhii semoga rezeki ku aku dsni karnaa ga ka vicka yg lain ga pernh menang ' 
1,wkwkwkkwkwkwk 
1,menetaplah jangan kau peergi aku sudah mulai nyaman menikmati panasnya kopi 
1,jangan menunggu bahagia baru bersyukur tapi bersyukurlah maka kamu akan merasakan kebahagiaan
1,diminiii gak kerasa udah 1 tahunan kita berkawan uuuu makasih udah mau jadi temen aku sabar dengerin aku yan 
1,hahahahah jangan tanya kenapa aku suka dia 
1,aku lebih suka orang menegurku daripada memujiku kerana teguran dapat membetulkanku tetapi pujian akan memusnahkanku
1,doa untuk ibu dan bapa ya allah ampunila 
1,kamu adalah jawaban atas doa doa yang kulantunkan di sepertiga malamnya jokowi2periode 2019tetapjokowi
1,aku nggak punya akunnya makannya bisanya anon wkwkw 
1,ok nder 3 bulan waktu yg cukup buat jd lebih cantik aku jg malah ketemu doi 1 stgh taun lagi hehe udah 
1,tauu hahaha kang ckp pastu drag sampai ke org lain taknak hahahaha aku ckp aku niaa kang bukan kau hahahha
1,aku mencintaimu karena allah semoga kamu adalah penuntun menuju surganya jokowi2periode 2019tetapjokowi
1,kalo menang mau aku belikan memory card baru buat hapeku sama sisanya mau buat beli stuff seventeen
1,keluar dari kepompong dan menjadi kupu kupu yang cantik aku ghaida 
1,hhhh cantik bangett kamu mba 
1,aku tak suka lukis art org lain tp i tried amp i loved the process alhamdulillah owner pn suka sgt 
1,seneng ya kamu 
1,aku lagi suka sewa kereta dgn org laki berbanding pompuan sbb kereta dorg lagi kemas and bersih
1,asyiknya gamelan dan mbok jamutradisional jamugendongehatalami herballife
1,nctea tidak ada perlu aku katakan aku tetap mencintaimuampai saat ini aku masih menunggumu kembali kun kau h 
1,kenalllllll dekcik ada dgn aku masa aku sedih amp happy 
1,ada masa dimana namamu adalah yang paling aku tungguedangkang sekarang datang masa dimana sebisa mungkin aku berharap tak me 
1,aunty yang pintar kan aku 
1,apa yg lucu lahanjy wkwkkw
1,makanya aku juga bingung wjwjwjw3j
1,nanti november kan ketemuan hihihi jangan lupa bawakan aku hadiah 
1,giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits 
1,haha jadi dong alhamdulillah asli habis 10 9 aku gaberani intip lol
1,berhenti merokok selama 20 menit memperlancar tekanan darah denyut jantung dan aliran darah tepi lho apakah kamu sudah si 
1,15 september 2017 ternyata aku sama boxer graf sempet mt nan wkwkwkwk oh jadi ini yg dinamakan jodoh g wkwkwkw 
1,kakkk luk et mi luk et mi apaka aku tyda cantik aku cantik seperti bidadari 
1,nak join aku pun agree dowh 
1,wkwk aku sih selalu ayo nung nek minggu
1,hai tari selamat ulang tahun yaemoga kebaikan hati kamu dibalas sama tuhan dan semoga kamu bahag 
1,aku sumpah cheese ni penyelesaian segala masalah kat malaysia nak kedai makan laris jual makanan dengan cheese nak b 
1,apa yang menarik perhatian aku dengan iphone baru ni dia punya camera iphone xr single camera tapi dia punya gempak boleh t 
1,pagi dek woncha aku kangen kamu 
1,kamu percaya padaku dan aku akan percaya padamu rin ao no exorcist 
1,virgo apapun yg terjadi merupakan proses untuk kehidupanmu yg lebih baik lagi jangan mudah menyerah hanya karena satu 
1,wkwkw aku yo ngono mau wis otomatis iku koyoke
1,hai kekasih janji kamu tidak akan dikalahkan mobile legend 
1,setahun dah kat yaman sik berasa waktu eh hahaha banyak benda aku belajar disitok walaupun hakikat aku duduk di pedalaman hadramaut haha
1,pantes aku dibilang chill
1,aku tak akan berdusta
1,kuy sama aku wkwkwk
1,ye empyun hahahahah kan si noah post ig tntg film tagged padahal aku nntn tagged sejak season 1 tapi perasaan gak 
1,asyik2 aku je yang kene bebel ngan bapak aku soh nasihatkan dia masalahnya bila aku tegur dia dia yanh takmo deng 
1,aku lagi main final fantasy awakening lho gabungan main yukz 
1,bagaimana kalau kita berdua jadi komplotan perampok aku merampok hatimu dan kamu merampas hatiku 
1,kamu adalah yang ia inginkan untuk menjadi tempat persinggahan terakhirebesar itu harapannya kepadamu jangan mengecew 
1,aku akan happy af kalau capa pergi please capa 
1,hala kinikilig aku thank youuu
1,that's my boys teruskan share benda macam nih dan kita buktikan bahawa bukan semua lelaki trash 
1,mauu aku dom jogja
1,kawan aku selamatkan kucing yang hampir lemas di dalam mesin basuh di sebuah kedai dobiesiapa pencinta kucing boleh b 
1,dua2nya tokoh yg berpengaruh siapa diantara dua org hebat ini yg kamu kagumi lets vote retweet and like leave your co 
1,apanya amplaz aku jalan jalan doang menyusuri trotoar capek terus ngadem di amplaz wkwkwk
1,jarang setuju apa kau selalu setuju dengan aku
1,yang pertama sama kedua lucu ihh kayak rubah arctic sm husky mini tapi aku muslim jd can't relate 
1,hahaha bukan salah aku eh aku tak de kelas pun harini
1,perempuan ni cantikebab itu allah suruh tutup sehabis mungkin jgn kamu takut dengan kepanasan dan ruam panas yang 
1,kalau nak ada mak tambahan yang superb sporting ala2 mak regina dalam movie mean girl yang i m a cool mom tu mak bole 
1,belah lah dadaku kamu pasti melihat apa kata kata ku 
1,hahahahaha kena la censored nanti ada anjing menyalak aku kena panggil nanti hahahahaha
1,hanya karena pernah terluka tak berati kamu harus takut mencinta ada seseorang yg tepat untukmu di luar sana 
1,haha bodoh punye rba hari2 kene maki ngan aku je 
1,oh hahahahahahhhahah dalam bakul aku baju kau lupa nak cakap aku letak dalam beg hehehehhehehehehhehehh sorry
1,jadi pacar aku aja gimana 
1,karena aku mencintaimu aku mencintaimu di dunia ini lebih dari siapapun conan edogawahinichi kudo to ran mouri bot
1,aku incer ts wkwk
1,ingin aku memiliki
1,wkwkw eh udah kerja yah kamu 
1,baru dengerin lagi dan candu terus inget pas fansite jihoon ada yg nge tweet 'beautiful fe 
1,ya tuhan kutuklah aku jadi milliader 
1,hahaha epa mmg suka sepak ngan aku nya dia sepak manja manja ja lah 
1,klien adalah raja yang satu ini seringkali manja gemesin banget deh kamu
1,meskipun akan telah tumbuh dewasa dari hari ke hari aku tetap menjadi anak kecilmu i love u ibu 
1,aku jokowilagi 
1,aku jenis yang easy to forgive hard to forget bukan berdendam tapi nak jadikan sebagai pengajaran dan pengalaman dalam hid 
1,semoga aku dan kawan kawan yg lain diberi kesihatan yang cukup untuk menyiapkan homeworks bagai cuti sebulan
1,bagusss apalagi ditambah senyumnya cocok banget aku seneng liatnya
1,dimana warungnya say biar nanti aku temenin kmu jga warung biar kmu nggak kesepian 
1,cinta yang kamu terima sebanding dengan cinta yang kamu berikan cintai lebih jika ingin dicintai lebih 
1,22nya jodoh aku 
1,kamu tahu alasan diantara kita tidak ada yang namanya pertemuan karena aku tidak mau diantara kita ada yang namanya perp 
1,manusia paling handsome aku pernah jumpa 
1,aku kreatif wkwkwkwwkwk mayan seimbang lah 
1,jumpa dah handsome boy saya 
1,aku sayang kamu kok
1,aduh neng cantik kamu bikin kentang aku aja nih bokep bukabukaan livebugil 
1,kalo aku pilih garut
1,someone said to me jangan pernah menyalahkan orang lain atas bahagia yang pernah kamu dapat walau sekejap pikirka 
1,baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu 
1,wah okok baru aku coba ini
1,jadii uang jdi aku kaya
1,doaku hari ini tuhan berikan aku rezeki yang baik agar aku selalu bisa berbagi kebaikan dan menjadi sebaik baik manusi 
1,cantik nya kaya jisu unnie dong aku g
1,ada yang pake telegram add aku dong terus kita ngobrol gimana add aku ya 'iniadhistyzara' ok 
1,kalikaa teens rika tau gk klo aku itu sayang bangeeettt sma kamuuu 
1,walaupun harus mati aku tidak akan pernah memukul seorang wanita me
1,aku nak story sikit pasal seorang laki ni yg ikhlas sgt nk buat surprise dekat gf dia tapii hmm korang nak tahu kisa 
1,aku tetap ada
1,kamu juga ya cantiik aku baru mau makan nih hehe
1,jangan menyerah masih ada pengampunan jilid 2 klo kamu ngampunin hutang pulsa temen temen
1,sampai mati aku takkan lupa seorang yg pnah mnjadi sahabat baik aku biar dia yg buang aku tapi ak x mmpu nak buang sbb b 
1,yeaaa inilah kerja yg aku suka kerja berseni mcm baejat cakap tu mcm2 kerja boleh buat haahaaa taktau kenapa ak 
1,wkwkwk waktu itu aku baperin tinggi badannya 
1,bagiku hidup ini bukan tentang bagaimana aku harus menjadi orang baik tetapi lebih kepada bagaimana aku bisa bermanf 
1,weyyy sorry weyyy serius doh aku lupa weyyy hahaha
1,jika kamu merasa masih susah dalam 4tahun terakhir ini itu bukan salah jokowi brrt kamu harus meningkatkan kualitas 
1,aku selalu berusaha ngasih yang terbaik untuk kamu aku takut semua perhatian dan sayang aku gak pernah cukup untuk kam 
1,lepas daripada episod ni aku terus melekat tengok cerita bahagia bukan bidaan pelakon semua padu weh gandingan nora dani 
1,tuhan aku ingin kaya aamiin retweet atau bilang aamiin jika anda juga ingin kaya 
1,hari ini aku akan membersihkan hatiku dari rasa khawatir yang membuatku menjauhi kebaikan dan menyukai prasangka buruk
1,hahahaha akuuka ipbb camera dia lawa amp kureng hang hsjsjs tpi android pun not bad tho sbb kalau ikut 
1,cewe itu suka cowo yang perhatian apalagi bisa perhatian ke hal2 kecil ce maap ya lama dandannya co iya gapapa e 
1,ezra lebih aktif lagi yuk aku kangen nih 
1,hahahahahaumpah berdekah aku 
1,bukan seringgit dua tu hahahahahahah weh hancurrr hati
1,apa yang kamu lakukan kalo lagi marah berdoa supaya tidak jadi marah 
1,bosku yg sebelumnya jg asik bgt aku pak aku ijin pulang cpt ya mau nntn konser nct127 bos iya 
1,dalam hidup berhenti mencari dia yang sempurna karena yang kamu butuh hanya dia yang mencintaimu apa adanya yang membu 
1,bukan berarti aku nyesel jd islam loh ya malah bersyukur bgt 
1,i'm so in love with you aku rin ayieee 
1,angel aku ihhh hahahaha
1,aku rameeein nih
1,picnya amiiin goodluck anw 
1,aku bersedia menghadapi segalanya mungkin juga apa yang akan berlaku atas kekhilafan diriku sendiri aku hanya man 
1,okey aku maiii
1,aku juga sih tapi kdg aku aku tahan
1,jika kamu memang berharga di mata seseorang tak ada alasan baginya tuk mencari seorang yg lebih baik darimu 
1,alhamdulillah dapat derma darah hahaha doktor tu tanya ada pening2 tak hmm aku ni dah taktau apa tu pening2 ka 
1,mantab aku jadi penasaran pengen liat 
1,dapet aku
1,aku tak tahu aku dah tak sembang aku sibuk shopping hahaha
1,mau diem tapi nggak bisa hihi mancing sih kamu 
1,standard tandas fspu mmg mcmtu mmg akan tersalah sbb sign takda kena fikir banyak kali nak masuk hahaha
1,aku sukanya kamu
1,kenapa ga doyanini buat aku wkwkkwkw
1,sini aku ajarin apa yg aku ngerti ehehe 
1,tadi malem berdoa pengen ngeliat bidadari ehh di fto ini aku bisa liat dikabulin ternyata
1,kamu kan jagonya ya manjain aku 
1,hayuuk aku meloook 
1,lihat kamu adem rasane wkwkwkwkwk 
1,nasib baik kau tak de masa nak sembang lebih bang aku bizi ni xde masa nak sembang jugak 
1,tak peduli seberapa keras kamu mencoba kamu tak akan pernah bisa menyangkal apa yang kamu rasa 
1,sukahati aku la aku yg taknak ngaku bukan kau
1,hmm smlm aku buat cmtu alhamdulillah lega sikit harini bangun tido terus hilang maybe sbb haritu kan hg balik bawak beg berat 
1,aku suka harry potter tapi aku lebih suka harry harry bersamamu recehkantwitter recehkantwiter
1,lelaki yang pernah memintaku menjadi kekasihnya kemudian memilih untuk berpisah besok akan menikah aku turut bahagia untuknya 
1,hahahahah berdekah aku tengok parody ni sumpah kreatif dakdak ni munafik2 
1,kamu baca aja disini ya 1 akun dari sekian ratus yang rep ada aku disitu banggain kamu 
1,ternyata masih belum saatnya aku tatap tatapan sama wonwoo guys but im okay fokusku ke ic sama skripsi ' 
1,aku dilahirkan di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm
1,dan jadikanlah aku termasuk orang orang yang medapatkan surga yang penuh kenikmatan qs asyyu araa 85 
1,selama ini yang msh jadi favorit msh laskar pelangi 
1,kalau simpan duit asyik terguna jadi aku beli emas rm100 beli emas dpt sebesar duit seposen kalau asyik gadai 
1,terima kasih ginting caramu bangkit dari kekalahan di final beregu dgn mengalahkan kento dan chen long hingga smp di sem 
1,aku juga dong 
1,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb 
1,ya ya ya dan aku tahu sekarang 
1,itu aku jg mau
1,teruntuk kak rehan kamu yg sabar ya 
1,aku legaaaaa hampir nggakbisa menikmati makan siang lho ini 
1,semoga apa yang kamu berikan padaku saat ini bukanlah sandiwara belaka 
1,t kasih semua kalau nak bantu aku kumpul duit lagi banyak korang beli lah ini klik sini untuk beli 
1,kalau takut dilambung ombak jangan menonton ombak rindu hahaha
1,soal jodoh ni aku tenang je tapi aku harap bila jodoh aku sampai aku nak bahagia hidup sampai ke akhir hayat i want my 
1,mau nya kamu itu sih hahaha
1,aku setia kok sama kakak 
1,hahahahahahahaha aku pun ada sejarah dgn wani nasib ada kaklong idaaa hahahaha alaaa bodo laaaaaa
1,hahahahaha anggap jelah dia respect orang lain yang ade dlm kereta aku pun pernah gak tanya abil l 
1,mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia 
1,ga ada masalah kok yg masalah itu kalo kamu sama sekali nggak mau mulai eaaak akun motivasi 
1,untuk merayakan kemenangan straykids hari ini aku up ff zona nyaman yang isinya day6 ft straykids pake nama lokal 
1,aku cinta reveluv 
1,setau aku di koriyah emg gitu hehe
1,gak apa apa deh aku gak punya pacar asal bisa diginiin terus 
1,manusia bro ex aku banyak kali juga cakap camni 3 tahun je kekal dia tinggalkan aku amp now dah bahagia dah 
1,tapi aku bersyukur sbb allah pinjamkan kau wlaupun kejap terima kasih sbb bahagiakan aku
1,orang lain kemain minat dia aku lek je orang amik gambar mcm tu dgn dia
1,aku setuju sama kamu karena sebesar apapun cinta kita seberapa banyak uang yang kita keluarkan untuk idol engg 
1,kalau korang ada chances of staying with your parents appreciate it exception untuk yg tengah study or sekolah a 
1,pengalaman mendewasakan aku 
1,typical me hahahaaahha camni la aku marah adik aku kalau dengan member dia cakap baik je dengan aku macam musuh gen 
1,help rt freebies karna aku dpt ticket ic green underprice aku maw bagi fribis pas ic aja tanggal 16 di ice nantii plac 
1,wkwkw gataw kan aku ngasal coba liat dulu sini 
1,bersyukur aku loner banyak masa boleh spend dengan yang halal 
1,yakinin dulu dirimu coba kuatin iman agamamu sekarang siapa tau dapet pencerahan aku juga merasa gt ko 
1,aa yang ketawa aku yang bahagia 
1,iyooo hahaha dadakan tiket pesawat mahal dong o o banya yg dpt hrsny kuikutan aja hahahhaha yg menang dpt cat 1 smu 
1,aku jujur ga kepengen tau sama sekali tp selalu doain yg terbaik buat dia dan keluarganya yg sungguh sgt baik 
1,aku dah biasa dengan semua ni kan chill je lah 
1,kan acu suka yang nakal nakal g ga cocok itu mah sama kamu
1,aku seneng kamu menaruh ketertarikan gini hehe kalo yang anti2 baca aja gamau kan
1,cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
1,sini aku ajarin
1,setiap orang berbeda unik dengan caranya kamu harus menghargainya tapi tak berarti kamu harus menyukai semuanya 
1,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
1,lu gila kahh mcm aku kau senyum je mal ada lahtu nti
1,pasti aku kan yang dicari 
1,bikin instastory cuma biar kamu reply terus ngobrol hehe 
1,rlt sekarang aku sudah syantiq kan kakak2 
1,life must go onemangat memperbaiki diri jangan anggap diri kamu rendah angkat kepalamu tatap masa depanmu bismillah jumatberkah
1,yesss aku guna idea ni
1,aku memang bukan yang terbaik untukmu tapi kamu tak pernah tau bahwa diriku sangat mincintaimu setulus hatiku teens kikies
1,yes hahahaha
1,hello aku single lagi ok hahahahhaa
1,thread kontrol ke psikolog psikiater sampai akhirnya aku bisa rubah sikap buruk aku dan bangkit dari keterpurukan ke ps 
1,throwback gambar degree kat facebook and muka aku semuanya mudah terhibur je hihi dah kata dah mana ada aku ni menyeramkan 
1,murah banget btw tadi aku juga abis bikin pecel
1,terimalah teguran tu sebab dia nak selamatkan kamu 
1,punya teman 
1,aku tahu kau boleh sabar k 
1,emang cuma kamu yg paling tau soal aku baiklah 
1,iyasi bener aku juga ga jadi daftar bidikmisi wkwkwkw
1,hahaaha kann betul ada yg mentality siap mcm ni masuk keje 8 30 time tulah aku bru thumb adoii
1,jangan hanya berharap dan menunggu tuhan memang akan selalu memberimu yang terbaik tapi kamu tetap harus berusaha 
1,harapan aku cuman satu semoga orang tua aku masih ada disaat aku sukses nanti 
1,aku lebih suka yang cair2 sikit
1,kasian aku tuh liat aji yg ngucap cuma jusuf wkwkkwkskwk
1,agreed dah masuk work life ni dia tak kisah dah pointer hg 10 flat ka apa as long as hg pandai settle job yg diber 
1,bukan aku hahahaha ini kisah temen yg kebetulan aku liat d depan mata
1,aku selalu ingat dengan apapun yang terpaut denganmu meskipun hal kecil semisal harum parfum dari tubuhmu yang kadang suka buatku rindu 
1,yup 
1,ow s senang sekali aku dijadikan panutan
1,dirikanlah shalat dan suruhlah manusia mengerjakan yang baik dan cegahlah mereka dari perbuatan yang mungkar da 
1,cuk iki lucu hahahaha aku seneng logate ditulis plek opo onoe 
1,lah aku ke miniso isinya cewe2 semua mba karna dia lucu jadi aku bawa pulang wkwk
1,makanyaaaa wkwkwkwk masih aku senyumin 
1,ya allah bagilah aku kekuatan untuk berlakon okay bila tengok dia dengan orang lain amin 
1,macam aku cakap jangan jadi terlalu baik nak buat baik berpada pada lah 
1,aku la ni target cod yang ada battle royale tu tapi tak keluaq gi rasa
1,aku di cium sama woojin lt 
1,idm miii butuh temen mutualan yokkk aku anak baik kok hehe name ku ada nya yahh terserah mau reply rt atau like terima kasih
1,ketika kamu memiliki 1 alasan untuk menyerah sebenarnya kamu masih punya 1000 alasan untuk bertahan 
1,aku hanya ingin mencintai orang yang selamanya hanya mencintaiku yang bukan hanya dari kata semata
1,biy betol laa dengo bossned panggil nora danish sayangayang dia ada sa'duu alahaiiii meltingnya aku dengo 
1,aku suka nih new drama 
1,bagi aku ler kalau tknak hahaha
1,semangat buat hari ini guanlin sayang cepet pulang aku kangen gt lt 
1,doa mu makbul shahrul alumku membuat langsung hahahahah tq ingati jua sesungguhnya aku lupa
1,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat
1,asal lagu tu terngiang ngiang kat pale aku hanat 
1,aku melihat begitu ramai berlumba lumba menjadi yang terbaik untuk pasangan aku berharap dia jga lakukan perkara yg sama 
1,maka tu bukan best friend aku la sbb aku tak da kawan binatang ahhahahaahhahahahahaga
1,rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau 
1,hahaha udah makan siang sama aku aja jfclosedday
1,askmf temen2 boleh minta doanya aku interview kerja jam 4 sore ini doain lancar ya dan terbaik hasil ny 
1,rlt buat yg belum ada kode tix bisa pake kode aku ya hehe 
1,sian akak kt office aku ni hahahaha malas nk ckp lebih ahhahahaha
1,hahahha lucunya kamu kucing aku anjing gitu 
1,allahu takpelaa nanti aku post hadiahh
1,ya allah ajarkanlah aku senantiasa menahan amarah ketika emosiku meledak ledak ajarkanlah aku untuk tetap berkata san 
1,ugh i hope my parents tak kecewa dgn result trial aku nanti 
1,oh siap 
1,aku memang tak sempurna tapi ku mau selalu sayang padamu 
1,bismillah numpang kang kerdus tapi aku sayang 
1,aku ngakak bacanya 
1,perempuan ini ibarat bungaelagi kita siram dia dengan sifat yang penyayang dan lemah lembut pasti perasaan sayang aka 
1,kalo memungkinkan pasti aku bantu
1,senangnya orang buang aku dah dapat apa yng dia nak then menghilang 
1,aku dah habis tengok so far episode 1 lagi best dari keseluruhan season lepas haha
1,sayang cherry juga traktir aku doong 
1,okay attention doktor report i m free from cancer tak sia2 aku berdoa jaga makan do the healthy activity and la 
1,margaret thatcher bilang meskipun aku bisa berjalan diatas air tetap saja mereka akan berkata dia tak bisa berenang 
1,diaebut je detik waktu aku terus takleh brain ahahahahhahaahhaha
1,bahagia itu saat bersamamuaat kamu ada disampingku 
1,jangan ajar makwe kau ke pakwe kau ke hidup sorang dibaikan maksud aku jangan abaikan dia once kau abaikan dia memang d 
1,kalau sampai sekarang masih tuhan hantar orang untuk tegur cara pakaian aku salah aku dah beryukur sangat
1,tolong menolonglah kamu dalam kebaikan dan taqwa dan janganlah kamu tolong menolong dalam dosa dan permusuhan qs al maidah 2 
1,dolan'o seng adoh lepaskann kui mengko terus plong aku wes tauuu dan terbukti 
1,gitagut buat apa cari yang perfect kalo kamu aja udah bisa buat aku bahagia 
1,mun cemani lakak lakak ketawa hahahaha
1,aku ada krna kaupun ada
1,iyaa semoga ga tambah panjang urusannya aku kaget bgt pas liatnya
1,kita aja manasik haji udah seneng lah dia tiap 6 bulan kadang sampe bingung ini foto umroh 
1,hahahahah aku slalu ngelat ckp bawak bekal pastu kuar ngan zaty hahahahaha
1,iya tau aku tau 
1,aku tambahin
1,jika km menginginkan hasil yang berbeda kamu juga harus mencoba dengan cara yg lain 2019pilihjokowikyaimaruf
1,sayang lebih aktif lagi yuk yuk yuk biar aku ga kangen 
1,kalo kamu dikasih kado sama orang yang kamu anggap spesial maunya dikasih apaa waktu yang bisa dihabiskan bers 
1,gemesan aku dong
1,seringkali kamu ragu untuk mengucapkan apa yang ada dihatimu karena kamu tidak yakin dia akan mendengarkanmu 2019pilihjokowikyaimaruf
1,kalau disuruh milih antara harta atau hubungan kita aku milih harta hartaku itu kamu 2019pilihjokowikyaimaruf
1,jangan pernah meremehkan diri sendiri jika kamu tak bahagia dengan hidupmu perbaiki apa yang salah dan teruslah 
1,syang bang enon aja lumah nda aku sayang
1,pagiii semangat aktivitasnya aku lagi otw ke ke kampuss sambil sarapan uwaa harini kelas dari pagi banget sampe sore 
1,aku maca iki sampe ngekeeekkkkkkkkkkk mbayangne ekspresi mbak pas mbatin 
1,tidurlah setidaknya kamu bisa melupakan masalahmu walau hanya sekejap saja
1,sama 
1,ketika kamu tulus mencinta kamu selalu mencintainya meski telah berpisah jika tidak kamu memang dari awal tak me 
1,jadi dirimu sendiri agar ketika seseorang mencintai kamu tak perlu takut jika dia akan temukan dirimu bukan orng yg dia cintai
1,jika kamu tak menghargai dirimu sendiri orang lain tak akan pernah menghargaimu jangan sampai kehilangan dirimu y 
1,gagah benar mereka yang dengan percaya diri berujar aku berhak untuk bahagia seolah semesta bekerja untuknya 
1,kalo gebetan kamu ngga pernah buang ludah di jalan pacarin 
1,cinta harus berasal dari hati maka jika tidak dari hati jangan pernah berucap bahwa kamu mencinta 2019pilihjokowikyaimaruf
1,allahswt itu adil kokuatu saat nanti orang yang udah nyakitin kamu akan merasakan rasanya disakitin mungkin dgn yang lebih parah 
1,jika mencintai kamu adalah dosa terbesar aku rela kok masuk neraka terdalam 2019pilihjokowikyaimaruf
1,hatiku dag dig dug saat aku melihatmu tuh dilanjutin
1,bila rindu ini masih milikmu kuhadirkan sebuah tanya untukmu harus berapa lama aku menunggumu jodilicious 2019pilihjokowikyaimaruf
1,kalo yg aku atau keluargku sering liat itu ka 
1,kamu itu manis tapi sayangnya manisnya buatan d
1,jatuh dan gagal sudah biasa tetapi jatuh pada satu hati itu baru luar biasa dan itu hanya terjadi pada kamu 2019pilihjokowikyaimaruf
1,aku bersyukur sebab bertanya much thanks to my dear friends 
1,but still dia ada dalam memori aku aku doakan kebahagiaan dia aku tak benci dia pun 
1,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens rika
1,aku juga mau dihujani uang buat beli tatcha mahal bgt
1,aku izin istirahat duluan ya karena besok aku harus bangun pagi lagi terimakasih sekali lagi semoga kita sama sama bisa 
1,aku mau tag base juga ah 
1,askmf aku suka banget cityview kayak gini kalau kamu pap view favorit kamu dong 
1,hai happy birthday to you semoga apa yang kamu citacitakan tercapai panjang umur sehat terus s 
1,tengok parents dan adik adik aku gembira dah cukup buat hidup aku tenteram 
1,hargai orang lain jika kamu ingin dihargai jangan menghina jk tak mau dihina dan jangan merendahkan org lain jika tak mau direndahkan 
1,krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund 
1,aku mah cuci tangan kalo pengen aja wkwk
1,mau saya jual organ tunggal kamu hahahaha
1,dari hal hal baikaya belajar mengucap syukur dari hal hal buruk aku belajar menjadi kuat 
1,aku memang suka menggombals hehe
1,ini aku rameiiinnn 
1,ada kamu
1,tiada kena mngena dengan aku haha
1,selalu berhasil jadi mood booster ketika lagi capek makasih ya kamuosial media kesayangan quu
1,aku ada minat 
1,aku hanya ingin mencintai orang yang selamanya mencintaiku
1,bahagia adalah ketika kamu memiliki orang yang peduli mencintai dan mengerti dirimu lebih dari kamu mengerti diri sendiri 
1,aku mau ikut 
1,contoh komik one piece buat aku pribadi ngasih tau kalo persahabatan tu gini lo sayang sama orang tu kayak mana janj 
1,sudah memiliki jangan lupa dijaga kamu nggak tahu berapa banyak yang menginginkan sesuatu yang sedang kamu miliki 
