Sentiment,Text,Clean text
0,"Dan dengan begonya dia bilang ""apanya yang sama yaaa liriknya aja tentang percintaan gitu kok lagu saya"" bener2 tolol si ayu. Gapunya kuping apa y orang yg dipermasalahin nadanya ????????",dengan bego bilang apa sama ya lirik saja cinta begitu kok lagu saya benar tolol sih ayu tidak punya kuping austria press agentur iya orang yang dipermasalahin nada
0,Itu pacarnya anggel pietrs kali.... dan cowok itu juga masih bocah....  <USERNAME> yaelah jes.. terxta kelakuan mu sama aja sprti ayuting2 Hidupmu penuh dengan drama MURAHAN,pacar anggel pietrs kali cowok juga bocah username yaelah jes terxta laku majelis umum sama saja seperti ayuting hidup penuh drama murah
0,"japok gateeel emang,uda jelas dia ada main sama si mamad,sampe"" si jessica dimusuhin,deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung,itu aja sih menurut gue",japok gateeel emang uda jelas ada main sama sih mamad sampe sih jessica dimusuhin deddy corbuzier saja jijik sama sih japok semenjak nagita undang hitam putih arti nagita cerita belakang panggung itu saja sih gue
0, <USERNAME> lebih memalukan anda buk ...ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk. ..awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor ..,username lebih malu buk ngomong rebut laki orang memang ibuk sudah pernah jadi rebut laki orang kok tau ayu rebut laki orang wkwkwkwkwk awas ibu malah justru rumah tangga ibu yang masuk rebut laki orang anak jadi rebut laki orang
0,Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,wah kardus mulut busuk jangan jangan sampah makan
0, <USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?,username tai kamu gede bagus buat pupuk jangan bacot kamu goblok nih cewek kenapa bawa suku
0,LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,lah kamu artis apa papan blenyek saja belaga artis apa tidak populer sama sekalu haha
0,ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,anang muka nya kayak babiii begitu saja demenin jijik
0,"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>",kalau tidak suka sama ayu ting ting tidak usah parah dong ngejudge nya punya hati otak kan manusia punya kurang juga punya lebih daerah istimewa aceh juga punya asa jadi jangan enak nya nilai orang itu kayak sudah sempurna saja lo username
0,"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",tidak pantas panggil ustad org munafik ceramah syrian arab news agency sini orang laku sindir saja menzolimi istri sah nya dengan poligami diam kaci istri pertama ga tau malu istri dua aduh kalau yang masih panggil buat ceramah nama bodo
0,Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,biadab kalau anak kamu bully gue mampusin ya
0,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",dasar anjing international telecommunication union cowok bukan org berani sama cowok biasa one by one jangan sama yang lemah dasar ya cowok jaman skrg casing doang cowok nyali nya lebih banci
0," <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",username iya kasihan sih micin padahal usah produk micin iklan kan kalau masak tambah micin biar tambah sedap warganet sudut micin semua bodoh orang yang punya ganggu jiwa ngemil micin
0,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,wah jangan video lama kok baju norak banget orang ayuu lihat murahaan
0, <USERNAME> bego lo ya,username bego kamu
0,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,edit banget itu ampun sih mama lambe habis gosib buat sih rebut laki orang
0,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,ya admin nya masuk golong konsumsi micin pil pcc otak kamu rusak min
0,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,cuma orang govlok yang percaya ayu slgkuh sama rafi bukti rafi sama gigi sekarang baik aja dan ktamu ayu pelakor suami siapa yang daerah istimewa rebut woyy sekarang ayu punya suami pikir pakai otak makanya jangan banyak micin kan jadi govlok
0, <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,username hoy baris sakit hati jijikk banget fan billy adalah alhamdulillah banget billy putus sama manusiaa buluk ituu yang tunggu lama akhiry putus juga sekarang kobil juga jijik sama nih orang v
0,"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",mbak username kalau kamu tidak rasa cinlok sama babang anthony terus kalian awal ketemu sih sinetron boy kan alah aku ajaaa arti kan mbak dumang cinlok jangan sok bilang tidak cinlok nama bodoh wajar dong warganet bilang ratu cinlok nyata memang kan jangan marah risiko jadi artis hahahhaa pintar mbak kalau mau cari alas haha
0," <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",username international telecommunication union urus international telecommunication union kuin lu biar tidak gatal tempel sama laki orng masyarakat sudah tau kali japok gundik janda gatel udh nyata nya begtu kata anak sholehah agama nya kuat mata kuliah agama cuma dapat kata agama nya kuat tetapi hamil luar
0," <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",username bilang international telecommunication union sama kuin lu jangan gesek gereoe sama laki orng tidak malu austria press agentur sudah hamil luar nikah kegatelan jadi janda
0," <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",username please kamu jangan bela pelakor ini semua hukum sih muljem karena sudah tega recut suami sahabat sendiri dia jalan sanksi sosial valakor mesti benci karena biar tidak valakor lain indonesia biar musnah sem
0,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",najis baru muakk jijik pelakor jijik
0,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,moga rebut laki orang kena koalisi aksi reformasi mahasiswa aceh moga koalisi aksi reformasi mahasiswa aceh yang tinggal istri yang bwrjuang dengan dari nol tetapi sukses selingkuh sok jadi kuasa istri ya
0,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,sedih sekarang amen kawin orang mantan istri mah naik pesawat jet selamat tinggal rebut laki orang dan botakbego
0, <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,username heeehh kamu pelakornya yaaaakkk kenapa kamu jadi emosi situuu kenal gw kalau berani pakai akun asli dong pantas pakai akun bodong rebut laki orang diem ceplos ya pakai aku bodong tertawa gueeee lucu lo
0,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwk sudah tidak laku jadi nyanyi dhajatan sih lonte rebut laki orang
0," <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",username wkwk banyak lah cerita kayak gituu buat ajar aja jangan sampai nih swamik swamik lebih pilih rebut laki orang daripada istri pertama akan hancuuurr bookk tidak bohong deh akan kere akan kismin akan nyungsep memang yang atur rezeki international telecommunication union tuha
0,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,cwenya yang bego austria press agentur cwonya yang pintar memang laki kayak macho austria press agentur begitu plus nya seperti cuma jago gombal main gesit ulala
0, <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,username kamu yang bodoh austria press agentur keluarga depok komen orang yang tidak arti buat mereka cuma kalian saja yang hidup tidak bahagia yang suka hujat orang hidup artis ayu terlalu pengaruh buat kamu memang dasar kamu benci ayu klo
0, <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,username adalah lihat yang lihat jelas bukan main prasangka kayak elu elu hater kayak dukun dukun titis dajjal sok pintar otak kosong maaf ye gue bala nabi muhammad yang percaya kalau sudah ditunjukkin saksi bukti kalau
0,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,mata kuasa usaha sepet baca komen fan ubul empang minggir oi bikin rusuh saja nih jaer amis jijik sumpah soal enji sama cewek tetap saja bala jaer sampah bikin ribut
0,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",siapa sih sih enji hart malas banget jijik laki model begini adalah tidak tanggung jwbnya ayu bunting tinggal anak tidak akuin sekarang anak sudah nongol bilqis cantik eh sampai bini nya ngeposting yang enji kangen anak najonggg jijik betoll sudah deh madrasah ibtidaiah negeri tidak usah bahas laki macam begini hart saja bukan tidak panutan yang daerah istimewa ambil username
0," <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",username bego nya percaya diri bicara yang bilang paling bener padahal bukti saja tidak ada mau lihat pintar jatuh bego
0,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,pada bilang enji ganteng bebas slingkuh bego kali ganteng pala kamu biro administrasi umum menyan tidak ada ganteng ganteng nya banyak gaya kayak mantan bini depok nya
0,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",sebenarnye cocok enji sama att sama sama gateeeel haha pantas saja sih tongtong temu dengan enji sudah hukum alam kalau jodoh cermin diri kita nah sih entong harus bekaca dengan masa lalu biar sadar tetapi teryata otak sama tetap mau tahan jadi sekarang malah jadi jadi guatelnye sama saja kayak enji ha
0," <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",username oalaahhh makin banyak saja rebut laki orang laki nya juga kegatelan tetapi nama laki ibarat kucing kasih ikan jaer gratis tidak tolak wkwk
0,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",begitu laki sis lebih suka pecun murah perempuan baik jilbab atau pintar enji kok downgrade sih dangdut naik kelas perempuan jilbab eh pilih sama pecun lagi jelek selera
0,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,motorninja saja songong mbak orang yang punya mobil lamborgini saja biasa saja kok
0,GoBlOk ?????? gua nonton berkali≤ kaget juga ??,goblok gue tonton kali kaget
0,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",tidak united state of america pakai anjing babi kalau gue balas begitu wkwk
0,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,ikat notaris indonesia yang kemarin harga karya orang enak bilang jelek banget aduh pengantin perempuan nya kenyang yah sampai kembung begitu perut nya
0,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",awal percaya gimik raffi gigi dan att sehingga att serta keluarga hujad dan anak ny di hujad makin kesini tonton makin bodohin makin publik tuju yg kasihan penghujad ga apa lah ayu tidak daerah istimewa pesbukers biar ngeluarkn album baru single baru para artis hal keluar nengri gimik austria press agentur iya
0,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",kalau benar gimmick bodoh banget sih ayu cuma rating dan popularitas berani taruhin harga diri buat nilai buruk mata masyarakat
0,Susah otaknya diemvang mah bikin rusuh dilapak orang,susah otak diemvang adalah bikin rusuh lapak orang
0,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,najiiisss kayak sih mbak dese tidak begitu ajaaa haha maling teriak maling kaca buuuuuk
0, <USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,username iya kakak haha geli banget enggak sih sama att ih kampung abis
0,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",joget bikin ngakakkk anjirrrr kampung banget username username
0,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,bagus lah gue arti otak tidak kayak kamu malu malu mak kamu saja tong akun asli pakai international telecommunication union yang nama bego username
0,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",yang bego adalah elu ibu mana sih yang mau beri contoh buruk anak pakai mata lo memang daerah istimewa dugem bawa anak bego sih - - jaman sudah texas gue jamin daerah istimewa zaman anak juga sudah lebih texas tidak rugi kamu ya sudah sewot banget
0,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",sih wanita jahiliyah lesbi sekarang sudah py pacar lg kasihan anak kemarin kasih bencana slnya tega misahin anak dari bapak nya ktakutan anak nya masuk islam padahal bapak nya tidak pernah tuntut anak peluk islam sudah kasih nikmat anak org masih saja begajulan
0, <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,username gue tanya memang kador artis beneran komen kamu tolol sumpah masa kenal buat nilai artis bukan haha semua orang indonesia juga tuju kalau kador bukan artis tetapi cuma celebgram dari kampung kamu tau kan beda artis dengan selebgra
0, <USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,username hahahaaaa terus gue tanya kamu tolol pakai tanya kador bencong tidak padahal belum kenal wkwkwkwkw eh semua orang juga nilai sih kador bencong benar dari gerak gerik melambay suara ngondek pakai baju cewek nyaman mana cowok international telecommunication union
0," <USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",username maklum shaaay fan gatis keras otak bebel realita austria press agentur juga tidak akan terima hal nagita artis sudah dari jaman kecil eh bilang tumpang tenar radio antar-penduduk indonesia mamad pdhl kan yang jadi sih mamad gede iya akta aku hutang dan
0, <USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,username bee idih najong kamu tag org nimbrung saja kayak mujaer lo tidak bakal kenal kalau tidak bawa nama ayu ting ting sama nagita aduh bego piara kasihan
0,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",langsung bilang siapa yang maksud kalau begini nama munafik
0,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",jedar memang muka kali daerah istimewa depan baik daerah istimewa belakang busuk mulut kayak banci cucoklah banci international telecommunication union
0,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,amit amit deh orang jahat jilat bohong rebut laki orang jijik banget
0,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk  <USERNAME>",wkwkwkwk allah tuhan kuasa usaha kenapa lah orang munafik nih tetapi sok suci mulan jamela kan ayu ting ngikuti jejak ampere bukan wkwk username
0,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",dulu sih rebut laki orang yang sombong karena hasil dapat sih botak sampai mnceraikan bunda maya skrg hidup nya majelis agama khonghucu indonesia anjlok malah bunda maya yang sering jelong kluarnegri
0,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,hahhahaha sungguh allah subhanahu wa taala laknat wanita rebut zina suami sah oranglain
0,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",lina hemmmm capekmiskin sist sekarang balik kere lagi jadi artis juga tidak laku sudah lah koalisi aksi reformasi mahasiswa aceh international telecommunication union ada username dari sirik nyinyir nyonya international telecommunication union bantu jual cireng nya tuh cilok nya international telecommunication union untun buat libur monaco jangan bromo terus
0,Kepo juga sm nyonyiah lu jongos  <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,ingin tahu sama nyonyiah kamu jongos username memang tetehlu pelita air service hamil peak sudah dinikahin brojol anak baru sirih memang lonteeeee kelas akun jamahliur junjung hehe
0,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ??????  <USERNAME>",eh jongos coba gue lebih dahulu yang tanya sama kamu memang nyonyiah gembar gembor sudah nikah ada nyonyiah aku sudah nikah dari tetehlu yang lonte perek tiba brojol aku nikah siri sama laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte tolak lupa xixix username
0," <USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",username sini gue jawab currr bunmai sudah pernah nikah tetapi sekarang janda janda suami nya rampas mulan jameela jijik banget mulan jameela belum rumah tangga bunmai hancur sudah berani bilang dan suami sama aduha sudah wanita be
0,"@w.lina2706  <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account  <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",lina username lucu saja sist lonte bela mati goblok pelihara bayar berapa begitu sama muljamban sampai bikin account username mau maia nikah belum nikah austria press agentur urus situ lihat nyinyir sirik nya sekarang balik
0,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",yaela muljem seperti situ benar aja enggak ingat austria press agentur sudah rusak kbhagian klwrga org bego daerah istimewa prtahanin iya begini ini
0,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,banyak laki suka banci jadi banci awin banci jijik
0," <USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",username komen yang anda lihat berapa banyak jangan jadi guna media sosial yang bodoh jangan asal bunyi situ sehat pakai hijab masih nyinyir aja
0," <USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",username malu international telecommunication union sama kerudung kamu sayang sama ibadah nya salat saja daripada nyinyir orang dandan sudah sok suci mulut nya kayak sampah
0," <USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",username daerah istimewa baca arti dari komen saya sudah kerdus bodoh lagi bilang orang tua nya besok kalau masak jangan pakai mecin jadi sudah kerdungab tidak sesuai mulut besok makan salmon kalau tidak mampu besok aku tak deliv rumah
0,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",maaf muka jelek terus attitude nya buruk spesialis plagiat dan tahu
0,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",orang otak tidak pernah sekolah ya risiko sudah unggah daerah istimewa sosmed pasti bakal dapat bincang netizen publik figure kok tidak otak
0,Artis kampungan wkwk,artis kampung wkwk
0,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",iya gue pernah pacar sudah nikah malah tidak norak eloo tidak risih emang jangan asal aplod perhati ikut kamu yang lumayan banyak itu tar bawa norak
0,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,iya ampun pnyanyi dangdut kurang tenar songong banget bacot pngn cari sensasi kmpungan banget deh amit amit bool kok daerah istimewa instagram story
0,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,waaaaoooo sopan sekali bahasami tunjuk kelas heeeehh yang repot sama hidup kamu siapahh kamu live tampil hal tidak penting yg nggilanikk jijik liat orang banyak pantas lah dikomen klo tidak medium wave dikomen video pribadi aja tonton sendiri kamu sama keluarga kamu rmh tambah nih ertong yang tidak punya attutude kampung
0,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",norak sih kayak tidak malu kl bilang serah dia ya udah simpan foto gak perlu bagi semua orang lah pamer mana resiko nyinyir orang insecure banget kudu pamer begitu biar semua orang erti kalau sih mbak sudah py pacar yang pamer pantat kampung banget
0,Koq marah sehhh???dasar wanita kampungan...??,kok marah sehhh dasar wanita kampung
0,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÖ,kampung artis yang tumpang tenar gara muka mirip katy perry doang
0,Susah kalo artis kampung,susah kalau artis kampung
0,"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",ah min gue lama tidak suka sama akun nih berita nya basi kamu lihat dong min sih kalian sama amora dateng pakai ikut jingkrak kok kamu saring dulu dong min biar berita nya tidak blunder kamu posting international telecommunication union kd sudah posting videon kalian sama amora joget sama sih arsya arsyi
0," <USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",username iya km bening lewat bening jadi buluk kan mbak mbak baru tel austria press agentur sih komen kayak gin austria press agentur baru surup
0,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",keluarga sangat gari kagum lihat username semua nya deh tapi lihat anak nya yang jelek buluk kan username hermansyah username kutuk kan austria press agentur yang timpa bunda kd untung allah subhanahu wa taala ganti amora adik nya gemezzzzzzz lihat nya cocok banget jadi anak artis sertifikat ekspor class bunda kd
