Tweet,Sentimen
@avodkadoss Ditinggalin kalo kuliah online,0
@ETHER4LSANG bolos  kelas  (online  ataupun  offline),0
"nct relay cam ini bener2 ngebantu bgt buat yg kuliah/sekolah daring, sekira nya bisa menginspirasi ke estetik an kamar",1
Workshop Kelas Online: Dampak Pemberlakuan Undang-Undang Cipta Kerja Klaster Pengadaan Tanah terhadap Kerja Sama Bisnis dengan Objek Hak atas Tanah dan Bangunan https://t.co/fEvAlyyVYV @ https://t.co/8Us0ctOlrI,1
Okeeii day-1 masuk kuliah (online) lagii. Bisa yok bisa. Semangatt semangaatt!✨,1
"Dulu suka bingung gimana belajar microsoft office setelah lulus sma belasan tahu lalu, namun sekarang bisa banget belajar secara online seperti rekomendasi mbak @bunda_dzakiyyah https://t.co/KZzwmaocuf

Rabu Hobi",1
"@hrdbacot Dari karawaci ke gatsu, naik bus, sekali jalan, g perlu pindah2 atau transit, dan g perlu nyetir, tapi lihat macetnya aja lelah.bisa 4 jam PP, kalau macet . Jadi pengen WFH terus, atau combine, kadang WFH kadang WFO",1
"@undipmenfess Rabu kemarin saya mengadakan webinar bertema ""MAKSIMALISASI PENDIDIKAN DARING DI MASA PANDEMI"" kak dan lumayan pada antusias karena membahas cara mengatasi stress saat pembelajaran daring juga",1
"berarti kalau fulll bangetbanget kuliah online, bisa gak sih aku nyoba daftar pramugari :')",0
"Halo, #KawanPajak

Lapor SPT Tahunan bisa dimana aja loh, #DiRumahAja juga bisa. Tapi masih bingung gimana caranya? 

Kalian bisa ikutan Kelas Pajak Online bertemakan Tata Cara Pelaporan SPT Tahunan Orang Pribadi via WhatsApp group loh.

Klik link pendaftarannya ya. https://t.co/DV5AoD6PDL",1
@asafidinaa Wkwkk kan masih kuliah online cabun,1
"Kita tidak perlu datang lg ke kantor polisi hanya untuk perpanjangan SIM. 
Bahkan, Kakorlantas Irjen Pol Istiono juga berwacana mengubah pengujian teori bagi pemohon SIMdari metode konvensional menjadi tes online.

Tapi tetap, uji praktek ya offline.
https://t.co/UqTzMWMgnE",1
@cleosiava ngulang matkul smt 2 udh lupa semua 😌 tambah kuliah online tambah ga nyantol wkwk,0
@collegemenfess Aku masuk kuliah online tanggal 15 besok,1
@bblenglui Minat nak belajar BAHASA MANDARIN tapi selalu busy kerja? Jom join online class kami dgn jadual yang sangat flexible. Belajar online pun boleh dapat International Certificate tau😍 contact https://t.co/a4v8OCi9mx,1
sangat menikmati musim hujan + wfh.,1
"Cerita hari ini, kuliah online bareng kating kampusku. 1 jam penuh gue dicuekin 😌🔫 https://t.co/eVdsFZCxcE",1
"ih sumpah kesel bgt, kerjaan org wfh jd gw yang kerjain :((((( yah kan dia wfh atuh bukan cutiiiiiii",0
"@madeindar Iya, gw beli 570 akhir 2019. Pas RTX 30 sama RX 6000-an rilis, rencana mo upgrade,kirain bakal pada turun harga GPU lama. Ga taunya malah pada ilang n naik 🤦‍♂️

Kayanya karena WFH jadi banyak yang rakit komputer.  Plus katanya crypto lagi naik lagi juga, jadi pada mining lagi",1
"@butwllfly jangan lupa sarapan, jangan lupa senyum, semangat/daring/kuliah/kerja, pokoknya semangat buat hari ini, have a nice day - !!❣️

selamat mengawali hari pertama dibulan maret, semoga bulan ini bisa jadi bulan penuhhhh kebahagiaan :p",1
"ingin menghilang sementara, tapi inget kuliah masi daring :)",0
@tunefulode wah masih wfh yaah?? nonton tv seriees apaaa lala? aku lg males2an :D lg jd beruang guling2 aja dikasurr,1
Iso isone pas mripat keroso garing malah nyalahne kuliah daring (mergo mendelik i laptop) padahal sek suwean lek ku mendelik i HP~,1
WFH/remote job bikin makin susah karena saingannya bisa dari muda-mudi Massasuchets misalnya. https://t.co/w4Z50fAgsi,0
Dari kuliah online aku tidak belajar apa-apa.,0
"Guys pengen nanya, rasanya wfh tuh gimana? Untuk nambah kata-kata di proposal hehe",1
@schfess sedih soalnya lgi daring dpt 60 udh pling bawah di kelas,0
"@visual98L @tastymwoya @asdfgHyungwon aku lagi banyak jadwal WFH niihh, weekday juga boleeh nanti bawa laptop ahaha",1
bau2nya wfh bakalan berakhir nih :(,1
ini kayak nya kalo beneran wfh gue bakalan menggendatz deh,0
"Kr!  Help please,  atau aku nanya ulang jadwal WFH &amp; WFO YA... 

https://t.co/9TJousG3oo",1
Yg lagi kelas online semangat yaaa,1
kuliah online aneh bgt,0
Udah dikira resign aja sama anak tim sebelah grgr ambil wfh sebulan lebih 🙂,0
malehla kelas online pun terasa single nye 😭😭😭😭😭😭💀✋🏻,0
"Mau smp/sma, belajar tatap muka/kelas online, tukang ngantuknya sama2 aja",0
"KPP Pratama Jakarta Cengkareng mengadakan kelas pajak online Tata Cara Pelaporan SPT Tahunan bagi Wajib Pajak Orang Pribadi menggunakan DJP Online. Yuk simak infografisnya

Segera daftarkan diri melalui link pendaftaran: https://t.co/Q4h6zljoKu

@DitjenPajakRI https://t.co/y5HS0mrsHp",1
"@thtsprob Disitu kadang walaupun kbm daring penuh luka liku gk kek disekolah, tp masih berniat buat kuliah di luar negeri..😢👍",0
"Boleh lah bang , kita ngobrol bagaimana metode pembelajaran online yang terbaik untuk siswa dengan kategori ekonomi menengah ke bawah . Yang mungkin ponsel tidak punya atau wali murid yang tidak bisa membimbing anaknya karena kesibukan bekerja . https://t.co/1xCE7hrmSx",1
"Masa WFH, my friend uruskan pekerja guna WhatsApp. Kadang-kadang ada yang lambat reply. 

Bila tanya, pekerja minta maaf. Smartphone cuma ada satu, anak guna untuk belajar. Utamakan yang exam year. Anak lain, nanti dulu.",0
@jaepuffrie Wfh apa gmna Rie?,1
"“Dek, nanti kepasar mau ditemenin? Mas wfh hari ini” https://t.co/dKM4JdCl3J",1
Ngene iki kuliah online ☺️ https://t.co/UxhArlo5VQ,1
Sek fren ojo sumpek disek mene mulai kuliah online,0
"Karna gue pun takut dalam kondisi badan low jangan-jangan malah ada ODP jadi bisa ketular guenya.
Yang semula hanya sinus biasa.
Di kantor emang gue yang paling sering izin untuk WFH.
Dan bisa dibilang gue sll stok vitamin C (Kimia Farma), Enervonce, Natur E sampe Imboost.",1
@Bharu_chirufan Inka wfh lo unara janalu ?,1
Brasa gue lg kuliah online ..,1
"@prinzcesz The reason I'm good at this pkp ni, wfh je, lain pada tu I rasa x make sense dah, boleh dah sidang parlimen bagai, solat jumaat, tp please Wfh hahaha",1
"@gblkkk_ Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"@collegemenfess Jangan terpatok sama organisasi pliss isi cv bisa penuh dari pengalaman kerja/magang/freelance, kepanitiaan/volunteer, workshop/online course, skor toefl, prestasi banyakk",1
@subinieppang TENTU TIDAK....  TAPI BESOK AKU YAKIN BANYAK YANG BOLOS KELAS ONLINE. TEP MAKSA WALAU GA KUAD. YAAMPUN SORRY CAPSLOCK JEBOL 😭🫂,0
"Tiap hari rencananya belajar bahasa thai online kan, tapi kenyataannya tiap pulang kerja bawaannya abis mandi pengen rebahan sambil nonton series 😂",0
kenapa abang abang ojek online suka ngiranya aku kelas 10 atau ngga kaget pas aku bilang kalau aku kelas 12 😭😭😭😭,0
"Di masa pagebluk ini, bertebaran aneka kelas/kursus online. Nah, kita kudu selektif! Pilih yg terbaik dan bisa kasih banyak benefit untuk upgrading skills. 

Coba deh, baca rekomendasi @april_hamsa 
Abis gitu, kalian pilih yaaa

https://t.co/NrNd2J8c0f
Senin #SeninSemangat",1
"terus, kira-kira penyebab stress di masa pandemi ini apa sih?

faktor dasarnya adalah intoleransi dalam ketidakpastian dan merasa terancam.

dan hal yang sering kita alami, misal
tugas sekolah,
bosen di rumah,
pembelajaran daring yang nyusahin,
phk/pendapatan jadi menurun,

&gt;",0
@misszeida Keje wfh kn xde rasa apa berbeza..hari2 kat rumah huhu,1
kuliah daring dari umurku 19th sampe sekarang mau 21th 😭,0
"@MrDame56 Semangat yang kuliah online juga, pak~",1
"@looneyfrozz seru kalo ga kuliah online mah, abis matkul nongkrong mulu soalnya",0
"@wassuplyd Ya allah led sama aja aku juga, padahal gak wfh tapi selalu yg kanan gak berubah2 jadi makin2 malah 😂😂",1
"@ainunnajib Bagaimana dengan guru dan dosen Mas? Saat ini memang pembelajaran dan perkuliahan via online, tapi prinsipnya Dosen sendiri tetap bertemu mahasiswa secara offline untuk urusan selain perkuliahan... bimbingan, sempro, sidang, ujian...",1
"Bye~ ada kelas online malem😑
tag aku kalo ada apa apa😗

#STANWORLD #THEBOYZ @WE_THE_BOYZ",1
@bharianmy Wei penat lah...kejap kang bila dah kes sampai beriban buat lagi xda dine in lah itu ini lah wei penat lah...ingat f&amp;b macam keja work from home ke...ngan kang org malaysia ni ada yg degil xpaham bahasa...penat lah wei,0
"Pionir Online Travel Agent (OTA) di Indonesia, https://t.co/iucPjQtaYt berkomitmen mendukung upaya Pemerintah mempercepat pemulihan industri pariwisata https://t.co/AXTdfGb52y",1
Gua pikir hari ini adalah selasa. Wfh selang seling bikin otak kgk focus ternyata.,0
"@sukahorni Situs Judi Online Terbaik
Itupoker - Situs Judi Kartu Online Terbesar dan Terpercaya di Indonesia

* BONUS CASHBACK 0.3%
* BONUS REFERRAL 20% SEUMUR HIDUP
* LAYANAN CUSTOMER SERVICE 24 JAM
* PRESENTASE KEMENANGAN PALING TINGGI

Pusat Bantuan ituPoker
https://t.co/895JlukUyu",0
"@ketengahketepi hai guyss

I jual Nachos Berapi,
dpt mengunyah smbil tgk tv.. or wfh.. haaaa ngam sgt yee

mai place order.. RM10 jerrr.. https://t.co/3ikxPzOZXX https://t.co/vAXsVHpEw0",1
@ahnewyear19 kau pjj lg ke dh abis? Ni kelas dan exam online lg noks https://t.co/8CVsLPnTxp,1
Bener2 dititik jenuh daring kuliah 😑,0
Dan yg bikin kesel tu org ga percaya covid sama vaksin tapi pengennya wfh trus. https://t.co/m4EpgZk4rD,1
"@flowergoogie_ moots sya taw egk? begadang ntu gabaik loh apalagi sampe malam² bgt, maw egk ikutan sya sekalian aja buat tidur lebih awal biar jadi kebiasaan:&lt; yok buat istirahat besok senin,semangat daring/kuliah/kerja:D mksi smsm 😠💗",1
@collegemenfess Aku online shop nderr jualan totebag custom. Alhamdulillah udh setaun lebih jualan bisa buat bayar ukt dan keperluan kuliah..,1
"@amofficialmy Assalamualaikum wbt, semua...

saya ada buat kelas mengaji online siapa nak join boleh tekan link ni untuk daftar. 🙂

KOD VOUCHER PENDAFTARAN PERCUMA: IDH45

Wasap Nak Ngaji Online ⬇️
https://t.co/aczsuwyUJa
https://t.co/aczsuwyUJa
https://t.co/aczsuwyUJa https://t.co/sI7FxbXcAe",1
"Mak dok tanya, bila nak balik perak (bersalin n berpantang) kat sana.. huhuhu.. tetiap mggu ad appointment kk/hosp ni mak, cano nk balik

Keje okay lg, sbb wfh je.. tp tula, selalu sgt dpt keje adhoc ni pon xbest jugak 😅",1
@HashimSon94 ingt kat snii haha mana ada cuti gila 😂 work from home kt kg. hehe turun sni roger laa. leh lepak dgn @Alisaayusra skali,1
"Di saat masa pandemic atau Covid-19 seperti ini, hal yang sering dilakukan pastinya belanja online. Mulai dari kebutuhan pribadi sampai kebutuhan kerja. Belanja online dapat dilakukan dengan proses yang mudah/ praktis, bahkan dengan harga yang terjangkau/murah. https://t.co/6sw5wtloMc",1
"@ezash Tergantung musimnya. Kalau belum masuk musim dingin kisaran $150/bulan. Musim dingin $300/bulan, tahunan kisaran $2000 (30jt). Rumah 3KB, 2KM, &amp; ditinggali 2 org pekerja WFH (dr sblm Covid jg).",1
"@FirstMediaCares ini masih mati apa, mau kelas online keknya wifinya mati mulu aja kerjaan nya tiap hari, gk murah bayarannya tapi rusak mulu",0
"Anjir siapa sih yang naruh nomor kantor kerja gw jadi nomor judi online. 
Udah 2 kali ditelpon ini gw.",0
"@schfess padahal dulu udah posthink ""ah kelas 12 mah pasti ke sekolah kok, ngga online lagi"" tapi sampai sekarang mau lulus...............",0
Kalo papa lagi wfh rasanya kayak lg hari minggu🙃,1
"[cm] semasa kuliah daring kalian suka mastiin temen kalian udah join apa belum ngga? Dan temen kalian juga begitu ke kalian? Sedih banget aku selalu ingetin temen, tapi dia ngga pernah ingetin balik kalo aku belum join. Alhasil jadi bolos. Maaf curhat",0
Belum pernah rasain rasanya ikut kelas online/daring,1
"Kuliah Daring Pertama,
Perkenalan aja❎
Pembagian tugas, kelompok, dan pembuatan makalah✅
🙂🙂🙂",1
"@doctorkyud loll iya bangett, jd inget waktu sekolah online pas jam nya pak chen bener2 gue perhatiin...
sementara pas kuliah gue melipir ke new tab mulu",0
"slight demotivated kerjain skripsi, banyak banget gangguan kalo wfh dari rumah, lebih enak di kos... bisa sendiri..",0
@aerielkinanti Gak kelas online?,0
"Pada dasarnya dalam kondisi Pandemi Covid-19 perusahan apapun tetap dapat beroperasi dengan anjuran untuk melakukan pekerjaan dari rumah (work from home), namun ketika kondisi PSBB (Pelaksanaan Pembatasan Sosial Berskala Besar) ada beberapa kantor/instansi yang diliburkan-- https://t.co/YYcuhJqXKQ",1
"Gak tau kenapa setiap Le Husband work from home tuh rumah malah lebih acak2an, kerjaan rumah ga kepegang. Nyetrika ga sempet. Kenapaaa??
Kl wfo, jam segini udah beres masak, udah selesai beres2, tinggal rebahan bentar terus nanti lanjut lg. Malah lbh tenang ngerjainnya.",0
"@eLAmaravati buat aku mah WFH plus semua, gada minusnya.",1
"Kemarin, main sama temen-temen. Berangkatnya lewat jalan depan kampus, pulangnya lewat jalan yang biasanya dilewati kalo pulang kuliah. Huhuhu.. Kangen banget sama kampus. Selama setahun kuliah daring, bener-bener ga pernah ke kampus sama sekali.",0
Pengen ambil cuti tapi blom ada tujuan. Problem orang2 WFH yang kerjaannya jarang2,0
@awluddin_ Inget... Dari kelas online lu ga pernah belajar,0
"Dear Gojek,

Kecewa dengan @gojekindonesia akun saya di suspend karena hanya memakai layanan gopay saja bukan order online. Karena saya lebih sering memakai layanan gopay seperti bayar parkir / makan di tempat dan ini melalui aplikasi gopay yang disediakan. Id komplain 59292951",0
"@byu_id min yg bener aja ini knp jaringan by u kok ilangg, saya wfh jadi gabisa min :(",0
"Valentine bukan budaya kita, budaya kita adalah kuliah tetap daring tapi UKT ga ada potongan samsek😇",0
"*MENAKAR SKB 3 MENTERI DI TENGAH PEMBELAJARAN ONLINE*

📋 *Ahad, 21 Pebruari 2021*
⏰ *Pukul  20:30 - 21:30 WITA*

Di Youtube Banua Syariah
https://t.co/34r41SQmND
#UmatNestapaTanpaKhilafah
#KapitalismeSumberKerusakan
#DemokrasiBiangKehancuran https://t.co/I2CGdaUJcn",1
BISNIS SAMBIL SEKOLAH KULIAH ATAU NGANTOR? BISA KOK!! JADI ONLINE SHOP PRODAK KAMI pin:5CC3BF93/WA 089522129703 https://t.co/9H9yDZ3coI,1
@mewkanababy libur sayang. wfh aja nih kitak wkwk,1
Seneng deh slma WFH ini satu per satu bisa wujudtin ke inginan orang tua 🥰 jd bsa nyenengin diri sendiri jg 🥳,1
BISNIS SAMBIL SEKOLAH KULIAH ATAU NGANTOR? BISA KOK!! JADI ONLINE SHOP PRODAK KAMI PIN BB 5821DF9B WA 081911273360 https://t.co/qolAXpQyAS,1
"@dilemmadelima Hahaha iyo lah maafkan saya ruby 🤭
Btw kau WFH ke?",1
BURSA KERJA ONLINE – MARET 2021 https://t.co/cRU2eSyvGG,1
"@yyylla Kuliah semester kemaren yg bener-bener online full tuh berat banget pake banget apalagi sambil organisasi yg mana hampir tiap hari juga rapat nge zoom nge gmeet, kadang suka gk ada sinyal kalo nge zoom paling deg-degan nya kalo gk ada sinyal pas lagi ujian beuuhh jantung merasa~",0
PJJ DARING KELAS 3 TEMA 6 ENERGI DAN PERUBAHANNYA SUB TEMA 3 SENAM IRAMA... https://t.co/CPvAQWLp5b lewat @YouTube,1
"Gue harus naro foto skz yang mana buat di meja belajar, biar gue semangat kuliah online😔😔😔😔 anyone, please rekomenin foto apa yang bagus dan bikin semangat",1
@trustisyu Malu. Terus semenjak kuliah online gak pernah dikasih juga,0
"Kalo emang bener sekolah tatap muka dimulai juli 2021, brrti aku ntar masuk udh mulai semester 5. Udh hampir 1 tahun aja kuliah online gini, bosen, gaada yg masuk ke otak, tanggung jawab makin gede, tuntutan makin banyak hhh. Pengennya berenti dlu, buat istirahat",0
@nurryralahalu Untung gk jadi berangkat. Jadinya WFH.,1
"Selain hrs bisa ngehargai dgn ngabarin kl emang lg ga bs on, ga bs ngabarin lama, ya juga hrs sadar diri dong ini dunia virtual. Yg main rp juga punya kegiatan di rl woy. Tidak semuanya gabut. Yg rlnya emng udh kerja pasti waktu buat online juga terbatas bgt. []",1
"@josuamartuas Aku selalu salut sama mereka para pekerja yg naik commuter, bahkan dari bogor ke jkt. Bayangin aja setiap hari kerja bangun pagi-pagi, desek-desekan. Belum lagi kalau gangguan sinyal kebayang gimana cape dan setresnya.  Untungnya sekarang ada kebijakan wfh wfo gitu.",1
"@karmenlunarx Dah Alhamdulillah. jadi balik lepas few months lpas first time kena, tapi skrg dh setahun lebih tak sakit even though byk wfh (hence less ergonomic). Just buat exercise tu frequently, should be good.",1
"Sering banget nih kaya gini, suka kelewatan acara tv favorite karena harus kuliah online yang mendadak https://t.co/BWtjRyBRFT",0
"Kelas kosong biasanya main ke kantin atau pacaran diperpustakaan, karena online ga bisa.

kini pindah room ke webinar
Virtual Policy Dialogue on Post COVID-19 Fiscal Instruments and Green Development. https://t.co/AHvKKagXka",1
@tapidimas Kuliah online😳,1
Ribet beud dah kuliah online dan offline dihari yg sama🙄,0
"@louispatridged @dsuperboy Kuliah online itu bisa jadi wujud toleransi kemanusiaan terbesar pelajar saat ini. Setelah saya terkonfirmasi covid-19 rasanya biasa aja. Tapi jika penyakit ini menyerang kalangan tua, dampaknya sangat luar biasa. Meninggalnya orang berilmu sama halnya meninggalnya pengetahuan",1
"@artistsbase ditempuh dengan otodidak sama mungkin ikut pelatihan online offline / banyak² baca dan belajar dari berbagai platform, oiya semisal dimungkinkan buat kuliah seni mungkin bisa ke prodi seni rupa aja",1
"Work! Aku kan dapet panggilan interview, yang harus dateng ke kantor. Kalau misal minta interview online gitu boleh ga karena masih harus isolasi mandiri? Cara bales emailnya pakai kata-kata yang gimana ya?",1
Makan apa kita harini. Setahun wfh aku dah try semua kedai area rumah aku.,1
"Wihii.. Walaupun kerja nya wfh dan sedikit ribet, aku tetep sabar eh ternyata hikmahnya gaji ku malah berlipat wkwk
#SabarItuEmas",1
SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/X10nM5E4Na,0
"fix bsok nggak punya komputer, wfh aja apa ya?😂",1
"Realitas ini mengarahkan perusahaan untuk mempertimbangkan kembali kebutuhan ruang kantor mereka dan hal itu akan memengaruhi keputusan mengenai sewa kantor pada masa mendatang.
https://t.co/aWBdzF6Rgh https://t.co/IVNICjN3QC",1
"@nikensiwi @drkaikaa Aku pernah ikut kelas yang di EDX, ternyata mengubah gaya tulisan ku banget lhoo.. Tp ikut kelas nya ngga sampe abis krn aku males hehehe.
Mayan kan ada kelas online gratis (aku malah promosi).",1
@dhiadelara @pandadnapms itu rapat online membahas UU Cipta Kerja ya?,1
"@radenrauf *TAS KANTOR TERLARISSSS""

Size: 37 x 15 x 26

Matterial: Tenun Ikat Asli mix Kulit 

Furing: Overshine water resistant

Fasilitas:
- Tali panjang 
- 1 saku resleting 
- 2 saku slot 

Resleting: YKK 

berat: 500 gram 

*Reseller: Rp. 120.000""

Order DM/WA 085602498774 https://t.co/x1tDYzQCBO",1
Abah memang selalu kacau time kita wfh ni rindu la tu 🥺 Bertapa penyayangnya abah tengok dp lah 😂 https://t.co/JwwwHH6xHr,0
"AAMIIN AJA GUR MAH, gila aja kelas 11 daring gada gunanya anjir join organ sama ekskul banyak2..😔 jangan php lagi ya pak https://t.co/7HF6XkRLLA",0
@mandiricare tapi maunya buka rekening yg online min bukan yg langsung di kantor :((,0
https://t.co/dKvge0jeNs : Banyak Pengusaha Negosiasi Ulang Sewa Kantor karena WFH https://t.co/miaOGoOyEZ,1
"HALO HAI GUE PEN KASITAU AJA KELAS GUE TBTB DIBATALIN ANJIR😭, GATAU GUE SENENG BAT KAGA JADI DARING HUEEEEEEEEE😭😭😭😭😭",0
@adlnilyanaa @dirtydaissy nak masuk kelas online maktab online pun dh malas acano,0
SITUS HOKI PALING CENGLI Kamu Ingin pendapatan extra tp gak mau kerja?join ajang bergengsi game online berhadiah JUTAAN RUPIAH!!Kapan lagi main game bisa dapet duit? DAFTAR GRATIS .WA : +6281313492133 https://t.co/V0e8lxtlJa,0
"Semakin kuliah online semakin banyak aplikasi yang digunakan, ribetnyaaaa😌😌😌",0
"Selamat siang @atr_bpn saya hari ini ke kantor BPN Kab Bekasi untuk pengurusan Roya, yg hanya dibatasi 10 orang per hari. Dan nomor antrian nya harus datang ke kantor. Hal ini sangat tidak profesional  Kalau memang dibatasi dibuat booking via online dong",1
"tida ada wfh di sabtu, membuat hidup saya menderitaaaa🥺",0
@hrdbacot Vaksin dipercepat gpp. Tapi aq sudah terlanjur nyaman dengan WFH. ☺,1
aku harap dapat yang wfh ni lah...,1
"@anreka1235 Ya jg si, mungkin emg krn wfh dan trend rakit pc jd pd abis",1
"@FirstMediaCares aduuh kok besok, besok kan PJJ dan WFH kak, butuh internet!",1
@deulleowa ya allah seunghoon iki puersis aku pas kuliah daring😭😭👍🏻,0
"*Ke alfa pake jaket hima logo unair terpampang jelas

Mbk2 alfa ""samean kuliah di unesa ya mas""

Aku ""ngga mbk, di unair""

Mbk2 alfa ""skrg kuliahe online ya""

Aku ""iya mbk""

Fix unair ga terkenal",1
"Fotografer Ari Wibisono membantah memanipulasi foto suasana di Kemayoran, Jakarta Pusat, dengan latar belakang Gunung Gede Pangrango.
#psbb #dirumahaja #covid #newnormal #corona #indonesia #jakarta #stayathome #socialdistancing #wfh #coronavirus #lockdown #psbbjakarta https://t.co/1Pcanz0oBs",1
Penat jugak eh jaga anak sambil WFH. Rasa nye dh boleh anta ke taska kot🥲,0
@bmkelilingdunia Mau daring aja? Itu hubungan apa kuliah online :),1
"@bunsondan Take care yah 😉 gpp masih siang... gw hr ini WFH, bisa nyantai 🤭",1
@hrdbacot Nder bersyukur masih kerja. Wfh lagi. Bisa melindungi diri dari corona. Masih dapet duit. 🤗,1
Jujur mankin lama kuliah daring bukan bikin aku pinter dengan tugas² dosen. Tapi bikin aku oon + kek mau meninggoy,0
"New Post - Cara Mengasah Skill Kepemimpinan di Kantor, Walau Kamu Bukan Bos Tapi Harus Dilakukan!
""https://t.co/08nb1NvyyX

#creative #percetakan #packaging #printing
https://t.co/Knoz4XzcIj - Percetakan online Indonesia https://t.co/pE8bJMrKIN",1
Ih aku cantik bgt dengan outfit kuliah online wkwk. Tp tydack percaya diri ketika post di WA. Hanya berani di ScndAcc Ig sama Twittr anjiirr hahaha https://t.co/E7RqQCrnfm,1
"Jakarta – Ketika kebanyakan ASN dan pekerja swasta bekerja dari rumah (work from home), petugas Rumah Tahanan Negara (Rutan) Kelas I Cipinang tetap masuk kantor. Maka dari itu, para petugas harus mempunyai imun yang kuat dan selalu dalam keadaan sehat. https://t.co/1JuB4mUm5m",1
Baru kali ini ngeluh perkara CP sama WFH,0
anjir gua punya alasan kalo mata gua makin burem ya benar kuliah daring,0
@ngiinet @tirta_hudhi Kapan kita yang bekerja WFH (Work From Home) di vaksin ya?,1
@sbyfess Tergantung kampus nya gimana. Kan ada yang kuliah malam + daring ada yang kuliah pagi. Jadi selama jadwal e ga bentrok dan fisikmu kuat semisal  kuliah offline. Gass,0
Challenging eh wfh plus kena dgn org lambat,0
"@tenjunsday Kemungkinan iya. Pasrah aja 😂
Aku anak baru jd ga dpt jatah wfh 😃",0
"@3RYUV moots sya taw egk? begadang ntu gabaik loh apalagi sampe malam² bgt, maw egk ikutan sya sekalian aja buat tidur lebih awal biar jadi kebiasaan:&lt; yok buat istirahat besok senin,semangat daring/kuliah/kerja:D mksi sya smsm 😠💗",1
Kenapa sih kalo ada kerjaan renov atau benerin apa-apa tuh gak pernah kasih tau. Udah tau orang WFH ya kerja di rumah lah.,1
Kuliah daring bukan berarti anda bisa seenaknya sibuk kerja. Ngerti kok umur2 segini udah pengen punya duit sendiri. Tapi buat bahas kerja kelompok aja ntah berantah :'),0
"@GoeiAndre Hallo Kak Andre, keluhan layanan Internet di nomor tiket IN 90 77 13 32 saat ini sudah kami lakukan perbaikan dan status jaringan Online. Apakah koneksi Internet di lokasi berfungsi normal serta stabil ? Terima kasih",1
"lu pikir ""kuliah online"" enak?.
stress ajg stress",0
"@FWBESS Enak banget nih sambil wfh, coba ketuk dm ku ya",1
@rrznaway sibuk kuliah jahhh😭😭 daring ini membunuhku😭😭,0
"@tantezenbase Nyuci baju qaqaa, kadang nganterin ibu negara. Kalo lagi dpt kegiatan alias job freelancer ya kerja, kalo ga ya biasalah kelas online 🙂",1
"@ezash Keterima pas oktober pertengahan. Onboarding online, canggung banget pas google meet buat kenalan sama tim. Dari awal wfh, ngechat ke semua org sopan bgt, baru wfo pas pertengahan november, sengaja dateng sebelum jam kerja, untung senior baik banget bantu kenalan sama yang lain,",1
"@belajarday6 NANGISS SKDJDJSHSHS gravity online concert gak dijadiin pembelajaran malah to be continued trs badutnya tp bener kak rif semua akan ""gapapa gapapa yang penting ot5 setelah sekian lama"" 😭😭",0
Nongki+kelas online+nungguin sepupu lainnya lagi pada main sampe batre abis buat gmeet doang. https://t.co/5CsjIXHNz3,1
@Reinkarnana bisa wfh ga ya ka?,1
"@KurniaIz ribet yah wfh is...
semangatttttt",0
"@kimjchu_ Iya kan pas gue sidang online di rumah, doi telat ngasi karna jauh dan hari itu dia ada kerja, besoknya baru ke rumah gue buat ngasi bunga, pdhl dia bisa kirim kemarinnya lewat temen deket rumah gue kek. Hmm~",1
"@starfess tw: wonu
wa: muka sendiri, selama kuliah online
ig: 1st muka sendiri, 2nd wonu
wall wa: default wa
home: day6 cartoon
lock: svt
*plus ava wattpad dan syopi juga wonu

eheheh😁🤭",1
"Entah ya, kok telat mikir amat akutu. Sudah tau ada kontes Carnaval di tempat kerja, boleh pakai outfit paling epic supaya bisa menangin hadiah, malah nggak beli online kostum seru. Ya sudah pakai bando Mini Mouse aja, pinjam bando bocah 4 tahun, anaknya kolega 😅 https://t.co/Gj1gxwsQHS",1
"Ditawarin opportunity di luar kota, tapi ya sekarang kok jadi berat banget, di rumah cuma bedua sama mamski, rumah impian juga baru selesai renov setelah 2 tahun dikerjain, trus akhirnya ngabisin semua kerak2 cuan buat beli motor karna kantor saya ga kenal WFH, cont-",0
"senin dah lanjut kuliah online, diliat dari jadwal tidak ada waktu buat fangirlan 😔",0
"Guru juga akan menjadi prioritas dalam Vaksinasi tahap kedua, hal ini sebagai upaya membantu para siswi yang kesulitan mengikuti pembelajaran secara daring

#VaksinasiPelayanPublik https://t.co/3NrfXdMSxs",1
"Instruksi mendagri ini juga mengubah aturan work from office (WFO) dan work from home (WFH) menjadi 50 persen. Sekolah di wilayah PPKM mikro juga tetap berlangsung secara daring.

@kemendagri https://t.co/2Gh3Aq21FB",1
Tahun lalu pas awal wfh mikirnya baru 2021 ngantor.. sekarang sama mikirnya baru 2022 ngantor..,1
"@timmymalachi sapa nih yg ngomong?? ketika instansi lain wfh, dpt libur dll kita ttp kerja kerja dan kerja 😂😂",0
